gender;age;person;became_member_on;income;total_amount;total_rewarded;transactions_num;offers_received;offers_viewed;offers_completed;bogo_received;bogo_viewed;bogo_completed;discount_received;discount_viewed;discount_completed;informational_received;informational_viewed;total_bogo;total_discount;avg_order_size;avg_reward_size;avg_bogo_size;avg_discount_size;offers_rr;offers_cvr;bogo_rr;bogo_cvr;discount_rr;discount_cvr;informational_rr
F;62.0;c0b216d853914b02913318737de852e7;2015;64000.0;618.31;27.0;8;5.0;5.0;4.0;3.0;3.0;3.0;2.0;2.0;1.0;0.0;0.0;25.0;2.0;77.29;6.75;8.33;2.0;100.0;80.0;100.0;100.0;100.0;50.0;0.0
M;62.0;0b321fdc45364a67858a81b59da7f943;2017;36000.0;14.57;0.0;6;5.0;4.0;0.0;3.0;3.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;2.43;0.0;0.0;0.0;80.0;0.0;100.0;0.0;50.0;0.0;0.0
F;53.0;2f10c8022a9342ce8303cca33023c303;2015;113000.0;78.31;0.0;3;5.0;2.0;0.0;1.0;1.0;0.0;2.0;0.0;0.0;2.0;1.0;0.0;0.0;26.1;0.0;0.0;0.0;40.0;0.0;100.0;0.0;0.0;0.0;50.0
;;adf921d115964c47b48679b6fdc397ed;2017;;100.74000000000001;5.0;11;6.0;3.0;1.0;3.0;2.0;1.0;2.0;1.0;0.0;1.0;0.0;5.0;0.0;9.16;5.0;5.0;0.0;50.0;33.33;66.67;50.0;50.0;0.0;0.0
F;36.0;05f4d69f73024172a23a350e611166b4;2018;47000.0;77.74000000000001;15.0;7;5.0;3.0;2.0;2.0;2.0;1.0;3.0;1.0;1.0;0.0;0.0;10.0;5.0;11.11;7.5;10.0;5.0;60.0;66.67;100.0;50.0;33.33;100.0;0.0
M;58.0;2dd914f52a0a40f59d1911a6bd61393d;2014;32000.0;34.199999999999996;2.0;16;4.0;4.0;1.0;2.0;2.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;2.0;2.14;2.0;0.0;2.0;100.0;25.0;100.0;0.0;100.0;100.0;100.0
F;70.0;058406afd91541fbae0060827c0ac156;2018;91000.0;57.58;5.0;2;3.0;3.0;1.0;1.0;1.0;0.0;2.0;2.0;1.0;0.0;0.0;0.0;5.0;28.79;5.0;0.0;5.0;100.0;33.33;100.0;0.0;100.0;50.0;0.0
M;71.0;adb5fffb5e674fd4afc400ea893e171c;2018;63000.0;123.78999999999999;12.0;9;5.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;10.0;2.0;13.75;6.0;10.0;2.0;60.0;66.67;100.0;100.0;100.0;100.0;33.33
M;51.0;d3ae1f0e0eb841dfbaa22b1ee6901faf;2015;36000.0;15.290000000000001;0.0;13;5.0;1.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;1.0;1.0;0.0;0.0;1.18;0.0;0.0;0.0;20.0;0.0;0.0;0.0;0.0;0.0;100.0
M;49.0;38c0949ebf6d4424b28cc1b7ba40aa8f;2016;114000.0;243.85999999999999;25.0;8;4.0;4.0;3.0;3.0;3.0;3.0;0.0;0.0;0.0;1.0;1.0;25.0;0.0;30.48;8.33;8.33;0.0;100.0;75.0;100.0;100.0;0.0;0.0;100.0
M;49.0;2d7d36f30d094fdbba602b64e7f69d60;2016;42000.0;129.82;12.0;14;5.0;5.0;4.0;2.0;2.0;1.0;3.0;3.0;3.0;0.0;0.0;5.0;7.0;9.27;3.0;5.0;2.33;100.0;80.0;100.0;50.0;100.0;100.0;0.0
M;32.0;5a8632617ff644e995d3044c07f749b6;2018;65000.0;13.45;5.0;5;5.0;2.0;1.0;2.0;2.0;1.0;3.0;0.0;0.0;0.0;0.0;5.0;0.0;2.69;5.0;5.0;0.0;40.0;50.0;100.0;50.0;0.0;0.0;0.0
;;4c19725ad72e4f03ba46647f72ffe664;2015;;8.180000000000001;0.0;4;3.0;3.0;0.0;2.0;2.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.05;0.0;0.0;0.0;100.0;0.0;100.0;0.0;100.0;0.0;0.0
M;50.0;a53129ef372e44e7af6cbc0a0ec11c26;2017;73000.0;474.36;15.0;22;6.0;6.0;3.0;2.0;2.0;1.0;3.0;3.0;2.0;1.0;1.0;10.0;5.0;21.56;5.0;10.0;2.5;100.0;50.0;100.0;50.0;100.0;66.67;100.0
M;34.0;238c41e0560d4334bf9a6734351c660c;2017;50000.0;21.299999999999997;10.0;5;6.0;2.0;1.0;3.0;2.0;1.0;0.0;0.0;0.0;3.0;0.0;10.0;0.0;4.26;10.0;10.0;0.0;33.33;50.0;66.67;50.0;0.0;0.0;0.0
M;51.0;4614855c7b0b4e17be3c378431a88d25;2014;68000.0;145.96999999999997;17.0;8;5.0;5.0;5.0;0.0;0.0;0.0;5.0;5.0;5.0;0.0;0.0;0.0;17.0;18.25;3.4;0.0;3.4;100.0;100.0;0.0;0.0;100.0;100.0;0.0
M;32.0;760fe67c2f7f4a67b6e10fe5c8d129e3;2015;72000.0;150.18000000000004;13.0;23;5.0;5.0;2.0;4.0;4.0;1.0;1.0;1.0;1.0;0.0;0.0;10.0;3.0;6.53;6.5;10.0;3.0;100.0;40.0;100.0;25.0;100.0;100.0;0.0
F;61.0;27af52d345d4495fa34cf88ae428e768;2017;61000.0;33.87;15.0;2;4.0;4.0;3.0;3.0;3.0;2.0;1.0;1.0;1.0;0.0;0.0;10.0;5.0;16.93;5.0;5.0;5.0;100.0;75.0;100.0;66.67;100.0;100.0;0.0
F;56.0;c5e5dfb3500d4df68883f030a3f6184c;2015;52000.0;184.06;24.0;14;6.0;6.0;4.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;20.0;4.0;13.15;6.0;10.0;2.0;100.0;66.67;100.0;100.0;100.0;100.0;100.0
F;74.0;30105215903d4eefbfe3ac8bb02ca786;2017;51000.0;139.85;10.0;12;2.0;1.0;1.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;11.65;10.0;10.0;0.0;50.0;100.0;50.0;100.0;0.0;0.0;0.0
M;45.0;671bfb63ca6548839a2891d437d7ffa3;2018;64000.0;17.77;0.0;6;6.0;3.0;0.0;1.0;1.0;0.0;4.0;2.0;0.0;1.0;0.0;0.0;0.0;2.96;0.0;0.0;0.0;50.0;0.0;100.0;0.0;50.0;0.0;0.0
M;59.0;2c676585ebb244a08805a15db998c37d;2017;103000.0;190.73;0.0;7;4.0;1.0;0.0;1.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;27.25;0.0;0.0;0.0;25.0;0.0;100.0;0.0;0.0;0.0;0.0
F;75.0;3ea76abfb09c4a7db2c38abcb993f862;2015;118000.0;141.76999999999998;10.0;5;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;10.0;0.0;28.35;10.0;10.0;0.0;100.0;50.0;100.0;100.0;100.0;0.0;0.0
M;39.0;9306fa3f4e29458db0eeb456b4c97b17;2014;68000.0;48.419999999999995;5.0;13;4.0;2.0;1.0;2.0;2.0;1.0;1.0;0.0;0.0;1.0;0.0;5.0;0.0;3.72;5.0;5.0;0.0;50.0;50.0;100.0;50.0;0.0;0.0;0.0
F;55.0;ce11bb1927374fb6a0b54ecda9275b54;2018;75000.0;11.06;0.0;2;3.0;1.0;0.0;1.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;5.53;0.0;0.0;0.0;33.33;0.0;100.0;0.0;0.0;0.0;0.0
;;4ea6324f760d40b3bd6b44d660e7bf1c;2017;;12.57;0.0;4;3.0;3.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;3.14;0.0;0.0;0.0;100.0;0.0;100.0;0.0;0.0;0.0;100.0
;;6c6fe42e0cf24caea7142531a84d15ca;2018;;13.77;0.0;5;6.0;6.0;0.0;3.0;3.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;2.75;0.0;0.0;0.0;100.0;0.0;100.0;0.0;100.0;0.0;0.0
M;51.0;6fb8202f2b8f406197f1ef9e4c30c8d1;2017;62000.0;8.8;0.0;2;2.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;4.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
F;83.0;3fc4d0e0b39b4d51a22c20e782d0d31b;2015;43000.0;19.419999999999995;5.0;8;4.0;3.0;1.0;2.0;1.0;1.0;0.0;0.0;0.0;2.0;2.0;5.0;0.0;2.43;5.0;5.0;0.0;75.0;33.33;50.0;100.0;0.0;0.0;100.0
M;60.0;f2e883824e7642cd9c5618dbc9769508;2016;50000.0;277.46;15.0;22;5.0;5.0;2.0;4.0;4.0;2.0;0.0;0.0;0.0;1.0;1.0;15.0;0.0;12.61;7.5;7.5;0.0;100.0;40.0;100.0;50.0;0.0;0.0;100.0
F;51.0;6443155ea95d4ee3afb60fbfbe6d2d73;2017;50000.0;39.83;0.0;3;5.0;5.0;0.0;1.0;1.0;0.0;3.0;3.0;0.0;1.0;1.0;0.0;0.0;13.28;0.0;0.0;0.0;100.0;0.0;100.0;0.0;100.0;0.0;100.0
M;32.0;cabc2b86a6d44f6b931f2bf546f593ab;2017;30000.0;8.47;0.0;1;3.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;8.47;0.0;0.0;0.0;33.33;0.0;100.0;0.0;0.0;0.0;0.0
M;57.0;2d073f4324f44580b5bbc2acdb9d95cf;2017;79000.0;125.17999999999999;15.0;6;4.0;3.0;2.0;3.0;3.0;2.0;0.0;0.0;0.0;1.0;0.0;15.0;0.0;20.86;7.5;7.5;0.0;75.0;66.67;100.0;66.67;0.0;0.0;0.0
;;e3ae7c08c05341248cbbcd5860544cff;2015;;19.150000000000002;0.0;7;2.0;2.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.74;0.0;0.0;0.0;100.0;0.0;100.0;0.0;100.0;0.0;0.0
M;19.0;9582f5338df0446eb43978374a530ea9;2016;35000.0;22.72;0.0;13;6.0;4.0;0.0;2.0;2.0;0.0;3.0;1.0;0.0;1.0;1.0;0.0;0.0;1.75;0.0;0.0;0.0;66.67;0.0;100.0;0.0;33.33;0.0;100.0
M;58.0;e74cd5a6b1ad4d0da80281689dfa47c3;2016;52000.0;130.85;13.0;10;3.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;10.0;3.0;13.08;6.5;10.0;3.0;100.0;66.67;100.0;100.0;100.0;100.0;100.0
;;16ab296128eb4aa6b0aac9368dafcf36;2017;;12.3;0.0;4;4.0;4.0;0.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.08;0.0;0.0;0.0;100.0;0.0;100.0;0.0;0.0;0.0;0.0
M;52.0;20fe5847b1a84141ba23bc430bc89768;2018;67000.0;35.64;5.0;8;4.0;2.0;1.0;1.0;0.0;0.0;2.0;1.0;1.0;1.0;1.0;0.0;5.0;4.46;5.0;0.0;5.0;50.0;50.0;0.0;0.0;50.0;100.0;100.0
M;82.0;2dfe5e7f16ee453b9eef8d0cc51fc54e;2014;54000.0;137.73999999999998;17.0;13;5.0;4.0;3.0;2.0;2.0;2.0;3.0;2.0;1.0;0.0;0.0;15.0;2.0;10.6;5.67;7.5;2.0;80.0;75.0;100.0;100.0;66.67;50.0;0.0
M;32.0;efbae5d984b74b598f1da094d5d223f5;2017;45000.0;19.6;0.0;5;4.0;2.0;0.0;1.0;1.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;3.92;0.0;0.0;0.0;50.0;0.0;100.0;0.0;50.0;0.0;0.0
M;88.0;6248fb7c3d234f09bd3de7b7c8b83f08;2017;37000.0;79.74000000000001;3.0;11;5.0;5.0;1.0;2.0;2.0;0.0;1.0;1.0;1.0;2.0;2.0;0.0;3.0;7.25;3.0;0.0;3.0;100.0;20.0;100.0;0.0;100.0;100.0;100.0
M;41.0;cd083b1cbfa34e2298465c4bebb688ca;2018;92000.0;43.55;2.0;2;6.0;5.0;1.0;3.0;3.0;0.0;3.0;2.0;1.0;0.0;0.0;0.0;2.0;21.78;2.0;0.0;2.0;83.33;20.0;100.0;0.0;66.67;50.0;0.0
M;57.0;3734be2a864546b8acd7b44dd626759b;2017;119000.0;264.05;4.0;11;5.0;4.0;2.0;0.0;0.0;0.0;3.0;2.0;2.0;2.0;2.0;0.0;4.0;24.0;2.0;0.0;2.0;80.0;50.0;0.0;0.0;66.67;100.0;100.0
F;78.0;df6aa41febb14d8d8e05ee665a3fe00f;2017;83000.0;305.58000000000004;27.0;15;6.0;6.0;4.0;4.0;4.0;3.0;1.0;1.0;1.0;1.0;1.0;25.0;2.0;20.37;6.75;8.33;2.0;100.0;66.67;100.0;75.0;100.0;100.0;100.0
M;21.0;cf5cf2888984419caa208cfb849c86b1;2017;37000.0;21.299999999999997;0.0;8;6.0;3.0;0.0;3.0;2.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;2.66;0.0;0.0;0.0;50.0;0.0;66.67;0.0;33.33;0.0;0.0
M;64.0;e728ea2be7844d7eb0da24f4e1444c44;2017;73000.0;197.31;3.0;9;6.0;4.0;1.0;2.0;2.0;0.0;3.0;2.0;1.0;1.0;0.0;0.0;3.0;21.92;3.0;0.0;3.0;66.67;25.0;100.0;0.0;66.67;50.0;0.0
F;62.0;0c48cec9c44b4b47923a70dcb0641662;2017;88000.0;187.32;10.0;8;4.0;2.0;1.0;1.0;1.0;1.0;3.0;1.0;0.0;0.0;0.0;10.0;0.0;23.42;10.0;10.0;0.0;50.0;50.0;100.0;100.0;33.33;0.0;0.0
M;25.0;91d4a97d4ded46ff8fd8a35e98471925;2016;31000.0;150.75000000000003;10.0;21;5.0;5.0;1.0;4.0;4.0;1.0;1.0;1.0;0.0;0.0;0.0;10.0;0.0;7.18;10.0;10.0;0.0;100.0;20.0;100.0;25.0;100.0;0.0;0.0
;;0637650fd20f4bc2a7b416f44f9383d2;2017;;22.59;5.0;7;2.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;5.0;0.0;3.23;5.0;5.0;0.0;50.0;100.0;100.0;100.0;0.0;0.0;0.0
F;59.0;66016c0bd39a45dfb7a90e0d4ba5a839;2017;91000.0;88.5;5.0;4;3.0;3.0;2.0;1.0;1.0;0.0;2.0;2.0;2.0;0.0;0.0;0.0;5.0;22.12;2.5;0.0;2.5;100.0;66.67;100.0;0.0;100.0;100.0;0.0
F;67.0;1a79f623402a4e53908e254531e04f26;2016;58000.0;331.6699999999999;3.0;21;5.0;4.0;1.0;1.0;1.0;0.0;4.0;3.0;1.0;0.0;0.0;0.0;3.0;15.79;3.0;0.0;3.0;80.0;25.0;100.0;0.0;75.0;33.33;0.0
M;23.0;989e038d4f24452a9749187962f9aa1a;2018;35000.0;2.44;0.0;4;4.0;1.0;0.0;0.0;0.0;0.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;0.61;0.0;0.0;0.0;25.0;0.0;0.0;0.0;25.0;0.0;0.0
F;76.0;f4809b14614f4420b2f9a4dc0d5a0a3e;2017;101000.0;377.6500000000001;22.0;13;5.0;4.0;3.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;20.0;2.0;29.05;7.33;10.0;2.0;80.0;75.0;66.67;100.0;100.0;100.0;100.0
M;63.0;c23d5e5c1960423fb3e0f73aee396273;2018;34000.0;5.779999999999999;0.0;2;5.0;4.0;0.0;1.0;1.0;0.0;3.0;2.0;0.0;1.0;1.0;0.0;0.0;2.89;0.0;0.0;0.0;80.0;0.0;100.0;0.0;66.67;0.0;100.0
F;52.0;ad622da354f148dea65c5af2df594780;2016;75000.0;168.76;17.0;8;4.0;4.0;4.0;1.0;1.0;1.0;3.0;3.0;3.0;0.0;0.0;10.0;7.0;21.1;4.25;10.0;2.33;100.0;100.0;100.0;100.0;100.0;100.0;0.0
M;52.0;834a55ab031d486791547c954124bd70;2017;94000.0;143.56;8.0;6;5.0;3.0;2.0;3.0;2.0;1.0;2.0;1.0;1.0;0.0;0.0;5.0;3.0;23.93;4.0;5.0;3.0;60.0;66.67;66.67;50.0;50.0;100.0;0.0
F;51.0;fa2ec55a1e0a4740bad758ca547b139a;2017;71000.0;224.27;0.0;13;2.0;2.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;17.25;0.0;0.0;0.0;100.0;0.0;100.0;0.0;100.0;0.0;0.0
F;54.0;c606877af61b46fab3e13bf202eb4665;2016;84000.0;143.47;2.0;6;4.0;3.0;1.0;2.0;1.0;0.0;2.0;2.0;1.0;0.0;0.0;0.0;2.0;23.91;2.0;0.0;2.0;75.0;33.33;50.0;0.0;100.0;50.0;0.0
;;6b28e0d31bb24ddaaef48c008414d1cd;2017;;0.0;0.0;0;4.0;4.0;0.0;0.0;0.0;0.0;3.0;3.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;100.0;0.0;100.0
M;66.0;80c8a3abd35c47baafb20b4f0fc8702d;2017;36000.0;17.279999999999998;0.0;6;4.0;1.0;0.0;1.0;1.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;2.88;0.0;0.0;0.0;25.0;0.0;100.0;0.0;0.0;0.0;0.0
F;24.0;be15020b871e45ab8e2e1b9e6a8cec75;2018;46000.0;71.42999999999999;25.0;6;5.0;3.0;3.0;3.0;3.0;3.0;1.0;0.0;0.0;1.0;0.0;25.0;0.0;11.9;8.33;8.33;0.0;60.0;100.0;100.0;100.0;0.0;0.0;0.0
F;77.0;90c964405bd74fa68a29af133eabe0ba;2017;113000.0;238.92999999999998;3.0;9;5.0;2.0;1.0;0.0;0.0;0.0;5.0;2.0;1.0;0.0;0.0;0.0;3.0;26.55;3.0;0.0;3.0;40.0;50.0;0.0;0.0;40.0;50.0;0.0
M;88.0;212c3e980998440fba3ebe06a62e9828;2017;33000.0;16.6;0.0;6;5.0;3.0;0.0;1.0;1.0;0.0;2.0;1.0;0.0;2.0;1.0;0.0;0.0;2.77;0.0;0.0;0.0;60.0;0.0;100.0;0.0;50.0;0.0;50.0
F;51.0;0785f1fce0b04ba08e01c7d2ebab4917;2017;78000.0;87.61;20.0;4;5.0;4.0;3.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;15.0;5.0;21.9;6.67;7.5;5.0;80.0;75.0;100.0;100.0;50.0;100.0;100.0
M;45.0;a1183855451e4250adb676f87d5f8398;2014;54000.0;41.449999999999996;3.0;17;4.0;3.0;1.0;1.0;1.0;0.0;3.0;2.0;1.0;0.0;0.0;0.0;3.0;2.44;3.0;0.0;3.0;75.0;33.33;100.0;0.0;66.67;50.0;0.0
F;55.0;84cf0f0cd78e423d9390df1d07a6590e;2017;108000.0;227.89999999999998;3.0;8;3.0;2.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;3.0;28.49;3.0;0.0;3.0;66.67;50.0;100.0;0.0;100.0;100.0;0.0
F;59.0;fa6335ecdd5744dfbf4cbdfcae5414fd;2018;51000.0;15.45;10.0;1;6.0;6.0;1.0;2.0;2.0;1.0;4.0;4.0;0.0;0.0;0.0;10.0;0.0;15.45;10.0;10.0;0.0;100.0;16.67;100.0;50.0;100.0;0.0;0.0
M;80.0;81a3cf0f43134a70ad4a7c5ff3d575c0;2015;75000.0;153.67000000000002;20.0;7;3.0;3.0;3.0;2.0;2.0;2.0;1.0;1.0;1.0;0.0;0.0;15.0;5.0;21.95;6.67;7.5;5.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0
M;91.0;82243dd9efde4424bf39e2367fc11bd2;2017;62000.0;37.43000000000001;0.0;8;4.0;2.0;0.0;3.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;4.68;0.0;0.0;0.0;50.0;0.0;66.67;0.0;0.0;0.0;0.0
F;26.0;46b3c686bbbd4495940b4da488e10ed6;2016;49000.0;207.48999999999998;23.0;17;5.0;4.0;3.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;20.0;3.0;12.21;7.67;10.0;3.0;80.0;75.0;100.0;100.0;50.0;100.0;100.0
M;63.0;1285ce3d9f68495c841b5c1d3b29386f;2018;32000.0;25.43;2.0;5;4.0;4.0;1.0;2.0;2.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;2.0;5.09;2.0;0.0;2.0;100.0;25.0;100.0;0.0;100.0;100.0;100.0
F;82.0;9a664345a62e4819a06e763c7de4a98b;2018;92000.0;62.21000000000001;10.0;3;5.0;2.0;1.0;2.0;2.0;1.0;1.0;0.0;0.0;2.0;0.0;10.0;0.0;20.74;10.0;10.0;0.0;40.0;50.0;100.0;50.0;0.0;0.0;0.0
M;70.0;74cbaa788c4e43bf993236bd51bd5577;2014;80000.0;124.69000000000001;2.0;6;3.0;3.0;1.0;2.0;2.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;2.0;20.78;2.0;0.0;2.0;100.0;33.33;100.0;0.0;100.0;100.0;0.0
M;68.0;21fa118bc6b84650976fed5df7d3040c;2016;58000.0;166.29000000000002;2.0;11;2.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;2.0;15.12;2.0;0.0;2.0;50.0;100.0;0.0;0.0;100.0;100.0;0.0
F;59.0;fcbcd28beee1457f8b3672658ea0a1e3;2016;91000.0;206.8;18.0;9;6.0;5.0;3.0;2.0;2.0;2.0;1.0;1.0;1.0;3.0;2.0;15.0;3.0;22.98;6.0;7.5;3.0;83.33;60.0;100.0;100.0;100.0;100.0;66.67
M;52.0;a11b6892c14148c78ec4a8d10ad4b31d;2016;67000.0;122.91999999999999;5.0;5;4.0;4.0;1.0;2.0;2.0;1.0;0.0;0.0;0.0;2.0;2.0;5.0;0.0;24.58;5.0;5.0;0.0;100.0;25.0;100.0;50.0;0.0;0.0;100.0
F;84.0;97a00dcfd0774700ad1492131a3bfef3;2017;102000.0;351.33;14.0;14;4.0;4.0;3.0;2.0;2.0;1.0;2.0;2.0;2.0;0.0;0.0;10.0;4.0;25.1;4.67;10.0;2.0;100.0;75.0;100.0;50.0;100.0;100.0;0.0
F;68.0;8e4192840ed54d42bc0a02e5bfba55ae;2017;37000.0;8.48;0.0;4;4.0;4.0;0.0;2.0;2.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;2.12;0.0;0.0;0.0;100.0;0.0;100.0;0.0;100.0;0.0;100.0
F;66.0;196651959ba44f8d98d7730dfa820beb;2015;109000.0;211.98000000000002;2.0;9;6.0;2.0;1.0;1.0;0.0;0.0;4.0;2.0;1.0;1.0;0.0;0.0;2.0;23.55;2.0;0.0;2.0;33.33;50.0;0.0;0.0;50.0;50.0;0.0
M;46.0;a4e5b1a385e04d88a86f0f6dbdd0ab86;2017;33000.0;84.18;2.0;12;4.0;2.0;1.0;0.0;0.0;0.0;3.0;2.0;1.0;1.0;0.0;0.0;2.0;7.02;2.0;0.0;2.0;50.0;50.0;0.0;0.0;66.67;50.0;0.0
M;22.0;933bab17f8d24bbca0971d1c1877ed33;2017;45000.0;8.57;0.0;3;4.0;2.0;0.0;0.0;0.0;0.0;3.0;2.0;0.0;1.0;0.0;0.0;0.0;2.86;0.0;0.0;0.0;50.0;0.0;0.0;0.0;66.67;0.0;0.0
F;60.0;79d11d2ad203425b9133357ae3840019;2015;106000.0;251.32000000000002;3.0;10;6.0;4.0;1.0;1.0;1.0;0.0;3.0;2.0;1.0;2.0;1.0;0.0;3.0;25.13;3.0;0.0;3.0;66.67;25.0;100.0;0.0;66.67;50.0;50.0
;;8490563e978e4707b584e35ad1d56125;2017;;11.65;0.0;8;5.0;5.0;0.0;3.0;3.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;1.46;0.0;0.0;0.0;100.0;0.0;100.0;0.0;100.0;0.0;0.0
F;41.0;61734abecbcf4018a4003af9adffdb27;2017;57000.0;75.72;5.0;5;4.0;3.0;1.0;3.0;3.0;1.0;1.0;0.0;0.0;0.0;0.0;5.0;0.0;15.14;5.0;5.0;0.0;75.0;33.33;100.0;33.33;0.0;0.0;0.0
;;e6adbf61edaa4da98204c3819b20ca74;2015;;46.47;0.0;13;6.0;5.0;0.0;3.0;3.0;0.0;2.0;1.0;0.0;1.0;1.0;0.0;0.0;3.57;0.0;0.0;0.0;83.33;0.0;100.0;0.0;50.0;0.0;100.0
M;46.0;2deb5383c1af41029f861cb3b56e2e4f;2015;55000.0;263.9;15.0;19;5.0;5.0;2.0;1.0;1.0;1.0;2.0;2.0;1.0;2.0;2.0;10.0;5.0;13.89;7.5;10.0;5.0;100.0;40.0;100.0;100.0;100.0;50.0;100.0
M;42.0;b6eefa7f1b2d4680bfd4d17f524a7648;2017;45000.0;14.830000000000002;3.0;4;3.0;3.0;1.0;0.0;0.0;0.0;2.0;2.0;1.0;1.0;1.0;0.0;3.0;3.71;3.0;0.0;3.0;100.0;33.33;0.0;0.0;100.0;50.0;100.0
M;46.0;5914d17eefa641a29579c972d2b29e60;2014;73000.0;47.07;3.0;12;5.0;3.0;1.0;2.0;2.0;0.0;2.0;1.0;1.0;1.0;0.0;0.0;3.0;3.92;3.0;0.0;3.0;60.0;33.33;100.0;0.0;50.0;100.0;0.0
M;62.0;b8ed7d879ab7428dbbe355d7d8578c00;2016;43000.0;191.14000000000001;15.0;15;4.0;4.0;4.0;2.0;2.0;2.0;2.0;2.0;2.0;0.0;0.0;10.0;5.0;12.74;3.75;5.0;2.5;100.0;100.0;100.0;100.0;100.0;100.0;0.0
F;59.0;1474f106266144e19ed6a01bbf48a462;2015;66000.0;69.37;5.0;5;6.0;3.0;1.0;4.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;5.0;0.0;13.87;5.0;5.0;0.0;50.0;33.33;25.0;100.0;100.0;0.0;100.0
M;59.0;d016152dbf9149b68a6b6657189a2bab;2017;89000.0;225.23;13.0;9;4.0;3.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;10.0;3.0;25.03;6.5;10.0;3.0;75.0;66.67;100.0;100.0;50.0;100.0;100.0
F;71.0;c93d88f92fbb4ccdb743bbd72a6f7a4f;2018;88000.0;98.85;30.0;4;4.0;4.0;4.0;3.0;3.0;3.0;1.0;1.0;1.0;0.0;0.0;25.0;5.0;24.71;7.5;8.33;5.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0
M;39.0;bcfbe973d8dd482d9588da28517f2b46;2017;85000.0;159.51000000000002;15.0;6;6.0;6.0;3.0;3.0;3.0;1.0;2.0;2.0;2.0;1.0;1.0;5.0;10.0;26.59;5.0;5.0;5.0;100.0;50.0;100.0;33.33;100.0;100.0;100.0
F;29.0;a29c214ecfcb403c86b35c13324245c9;2015;33000.0;305.1900000000001;0.0;12;5.0;3.0;0.0;3.0;2.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;25.43;0.0;0.0;0.0;60.0;0.0;66.67;0.0;0.0;0.0;50.0
M;45.0;1d2bac27fdf84d6aac5f19d3f8f6d3a0;2015;60000.0;41.629999999999995;15.0;11;4.0;2.0;2.0;2.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;15.0;0.0;3.78;7.5;7.5;0.0;50.0;100.0;100.0;100.0;0.0;0.0;0.0
F;41.0;2526704eb7f24f4a8b1c2487912baa17;2016;35000.0;152.92999999999998;0.0;21;4.0;4.0;0.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.28;0.0;0.0;0.0;100.0;0.0;100.0;0.0;0.0;0.0;0.0
